"","logFC","logCPM","PValue","FDR"
"S100G",2.14861301520493,-3.66294570718211,3.16787018496192e-08,1.39732899888842e-06
"NOG",1.5107897248593,0.725812358287629,3.18869177170297e-08,1.40294344828607e-06
"HCRTR2",1.84199457339886,-3.30208855928372,3.87904398462383e-08,1.68108068683635e-06
"PCSK2",1.89733210272737,-0.118813593603624,3.90649491133685e-08,1.68875534384101e-06
"PEG3",1.21145761970112,2.07515511679372,4.06988106322449e-08,1.75500965748748e-06
"SPTA1",1.35127567854077,-1.59064306081268,4.17948888987054e-08,1.79780247905473e-06
"ATP6V1B1",1.1422683640258,2.44149946429666,4.32571456997594e-08,1.84695226774711e-06
"SLC10A1",1.72682415863262,0.760365276952694,4.36121316897693e-08,1.85355624961457e-06
"KIAA2022",1.26080065505998,-0.931361644121953,4.47384932275731e-08,1.8961901713936e-06
"C9orf135",1.60742833284608,-2.96686112170721,4.67884450143908e-08,1.97823827884016e-06
"GALNT16",1.10920974314758,1.70460321407281,4.73797743066016e-08,1.99836590658136e-06
"CHGA",1.88482734256837,2.21325856364874,5.05634900881967e-08,2.12231985636535e-06
"KRT71",1.73091187978448,-1.85208833990228,5.19020883890697e-08,2.17324324208822e-06
"BEST3",1.872602618404,-0.151991642953427,5.44825427501509e-08,2.27032422734103e-06
"FOXB1",1.7018883575505,-0.891118950656905,5.51725183963879e-08,2.2935626052791e-06
"CHI3L1",1.28712736329098,6.73240305057791,5.58978535322112e-08,2.31815619851886e-06
"KRT77",1.74528983924633,1.43313421520649,5.75570192878847e-08,2.38126713449996e-06
"B4GALNT1",1.0041130937138,2.664624739152,7.67065397801895e-08,3.10679408198501e-06
"HOXD12",1.25818731391233,-2.70083270104259,8.80621168924606e-08,3.53369628780279e-06
"LHCGR",1.56499390876414,-3.40999147161933,8.86212608298109e-08,3.54792045377545e-06
"NEURL1",1.05416106958557,2.40929563723677,9.51123833533945e-08,3.7815898289704e-06
"ACE2",1.10089811045385,2.2983439241936,1.02007916906105e-07,4.0464696557605e-06
"MS4A15",1.8176905864718,1.55952976156423,1.03872424453741e-07,4.11102392215891e-06
"PIWIL2",1.21807005463956,0.554946975176437,1.05410057266202e-07,4.15291668797637e-06
"DCDC1",1.06089448181394,-0.785277345587302,1.09124049297076e-07,4.27012504416436e-06
"GGTLC1",1.72491900547593,-3.53643197668065,1.09614575695427e-07,4.27965916594646e-06
"EPHA8",1.45852578538785,-1.76586935950632,1.22590972689672e-07,4.7435591776238e-06
"WDR87",1.53548503591651,-2.74062856683009,1.24803036832149e-07,4.81839786967774e-06
"CEACAM20",1.23431971223028,-3.605831451541,1.2636244084384e-07,4.86776202672882e-06
"SEMG1",2.13012529503547,0.234882876969649,1.30795280692449e-07,5.01623051062744e-06
"PAEP",1.74962928157345,0.44300161448931,1.40125990870198e-07,5.33864626754919e-06
"MGAM2",2.07876400716312,-0.371938595918889,1.41883680421449e-07,5.38195536128188e-06
"MMP20",1.87428217907213,-2.97231622306116,1.61736908304165e-07,6.12163603810635e-06
"APCDD1L",1.35657093363864,2.62984025959901,1.65871606342291e-07,6.26445380379871e-06
"CFTR",1.4971183859541,1.12327977593698,1.67892374504951e-07,6.32561973577995e-06
"SCN1A",1.60706408945192,-2.50135105478031,1.68220980570785e-07,6.32561973577995e-06
"CARTPT",1.85604266687852,-4.09529370110906,1.7689963604677e-07,6.60895515273869e-06
"HMP19",1.76214377118866,-0.567525783577015,1.78738892493746e-07,6.65111496424642e-06
"TCL1B",2.46809758952019,-2.65584406587847,1.7879547581995e-07,6.65111496424642e-06
"FGF9",1.29489467421251,-0.496919821106055,1.91066849404235e-07,7.06214037190282e-06
"HSPB3",1.52989600960848,-1.2019549680013,1.97293463227513e-07,7.26132098736503e-06
"ASCL1",2.0458685154172,1.56933096738829,2.08324602787824e-07,7.65107412992992e-06
"PCDH8",1.86861296940482,-2.33110750463449,2.09741736220407e-07,7.6868350895999e-06
"ADAM23",1.02573882257079,3.21806705302898,2.10557716217863e-07,7.68982388861914e-06
"MLC1",1.03432232503088,-0.280829341796115,2.2262840030906e-07,8.07377263463924e-06
"WNT3A",1.25332282626851,-0.112409835969841,2.24391434010752e-07,8.12008612307345e-06
"SSTR1",1.20573160366652,-0.109686186088466,2.26445017287159e-07,8.16096543591039e-06
"C1orf64",1.58787586101426,-2.55405908980243,2.58345684763414e-07,9.27209616019418e-06
"PROX1",1.09549475789952,1.99317488827944,2.61806515273758e-07,9.37689244270784e-06
"IGLON5",1.12863864391244,0.354143421198011,2.62505121054618e-07,9.38252839893155e-06
"DBH",1.24619245951347,-0.0735445287254418,2.78405708162226e-07,9.84931214488201e-06
"CALN1",1.62836066539102,-1.37894734453801,2.80120580850074e-07,9.88979688194712e-06
"SI",2.80155264906914,-0.310209832611711,2.96756170377801e-07,1.04346211227164e-05
"ASXL3",1.01225407923699,0.13773549161275,3.12072610180846e-07,1.09068118900907e-05
"GRIA3",1.00167595825287,-0.368098580302197,3.1721327896115e-07,1.10419521903445e-05
"DSG4",1.71396189895771,0.103886427321428,3.39254284845923e-07,1.17619460556082e-05
"POU4F1",1.34550448325897,0.194067856077618,3.59792473010677e-07,1.23750049992859e-05
"MT1H",1.19118377091776,0.632033931611385,3.67769986567494e-07,1.26243420141535e-05
"CNNM1",1.03694885852229,0.366858358734086,3.69385854559961e-07,1.26547505707449e-05
"EPHA5",1.44267773995595,-2.30796868822729,3.9677990399578e-07,1.35202480426412e-05
"IGFN1",1.48021051848561,0.144020919510464,4.35939468566627e-07,1.47886706215313e-05
"SPANXC",2.49540223843249,-1.79405436499904,4.39226463952653e-07,1.48710756887094e-05
"KRT24",2.17072906335284,3.73322655274481,4.4201504964978e-07,1.49363175159434e-05
"CNTN2",1.32195444539279,-1.02517539545909,4.62532935118148e-07,1.55689484082973e-05
"VPREB1",1.94522133483822,-4.23602966024368,4.85545569983118e-07,1.62489043545509e-05
"LCN1",1.10264383975804,-3.00948515636006,5.26208235550329e-07,1.7474750504339e-05
"GZMA",1.08478320415543,3.60795612195294,5.86466189821574e-07,1.93277403052414e-05
"DLX3",1.06579166145428,2.90376692620178,5.9111538476221e-07,1.94439946771403e-05
"NR0B1",2.10066872261391,0.282724482503173,6.10660581437603e-07,2.00488658697364e-05
"SLC13A5",1.21068717658731,0.148600838653041,6.13936889265541e-07,2.01183288760268e-05
"LINGO2",1.42994081099615,-0.412560276780479,6.33851469881944e-07,2.07317268498179e-05
"C7orf33",2.21833420756583,-2.74494119799253,6.60618141622659e-07,2.1525968956821e-05
"CD70",1.12758014715837,1.20572826550179,6.95793887069249e-07,2.26296191976462e-05
"NTRK2",1.23436848305293,3.8267196399013,6.99492803195675e-07,2.270731787153e-05
"DSCAM",1.57496792895917,-1.18494999144868,7.31657361970029e-07,2.36628365107285e-05
"TRPA1",1.02741906683128,3.0764009129179,7.39674226885196e-07,2.3877565592281e-05
"RTL1",2.21357391052929,-0.400374644207835,7.62512405123232e-07,2.45690567710246e-05
"DNASE1L3",1.12323068586762,1.66958170991661,8.49262197747086e-07,2.72628892554551e-05
"SEMA3D",1.0315131314856,2.67511415226091,9.5822379375402e-07,3.03671105388043e-05
"GPR6",1.97887911960158,-3.69061868093361,9.60571298219735e-07,3.03859552091955e-05
"BPIFB1",1.65871119411746,4.69291119715597,9.62927846166375e-07,3.04050167819565e-05
"AQP4",1.99243221966066,-0.782190491476089,9.74123374555003e-07,3.06689690707219e-05
"SLC27A6",1.31443986261263,0.808629342746144,9.74825610497133e-07,3.06689690707219e-05
"C10orf90",1.34781887116379,-1.33954497238838,1.02994889970584e-06,3.23445003195666e-05
"KRT33B",1.37386709253525,0.582936075651278,1.08592170524347e-06,3.39179329016136e-05
"DLL3",1.16657091475709,0.568497611929591,1.16271696051251e-06,3.61861732683742e-05
"HNF1A",1.51345201388099,-1.91068891774867,1.25470650277697e-06,3.85644277050334e-05
"GAD2",2.22214228697774,-1.78874882889495,1.28746360528313e-06,3.94314162501467e-05
"UGT3A2",1.19159379232562,0.316346383765574,1.32296662360148e-06,4.03761028523444e-05
"CRABP1",1.44329533191334,0.0696184150809691,1.36653686469123e-06,4.14141897717176e-05
"PRDM13",1.53462577178002,-1.76792895371405,1.47566730285358e-06,4.433395614379e-05
"FGF19",2.20099842840505,1.74769880750094,1.52501863809559e-06,4.57373669401161e-05
"SIAH3",1.1472323601482,-2.00918949832738,1.57274167650408e-06,4.70059947624107e-05
"CNTFR",1.36752154078866,1.26933370208611,1.59895000124446e-06,4.75433932617028e-05
"MOGAT3",1.33378754454755,-2.79699581894323,1.68274013953039e-06,4.97886043737087e-05
"MMP13",1.28030774651431,5.65117059502947,1.68307598286664e-06,4.97886043737087e-05
"DYDC2",1.249664094831,-2.3030314934285,1.70569926768322e-06,5.03718855286008e-05
"PCSK1",1.02495440579632,1.15515033624828,1.73623125093171e-06,5.1015882579618e-05
"OCA2",1.6397413786395,-0.150595028368847,1.81229879041325e-06,5.28746812939127e-05
"FBN2",1.04825866479656,5.2300252824145,1.98447361643129e-06,5.70495027211217e-05
"CHODL",1.04753516060747,0.837957461725961,2.18919575208698e-06,6.22126366597176e-05
"PSG5",1.72670001840184,1.27511563531265,2.36464271093846e-06,6.7088512919997e-05
"ISL1",1.46295490482113,0.15086714066061,2.38724206726476e-06,6.75087132724873e-05
"CST5",1.77550053198264,-0.555904197071387,2.60247772930542e-06,7.28819893982383e-05
"TRPM3",1.12703592338609,-1.45220901623796,2.6449918848233e-06,7.39531198764709e-05
"CNTN1",1.11108089762322,3.82566103884588,2.73937445426813e-06,7.58579171960673e-05
"TMEFF2",1.43078509347142,-0.993850046599581,2.77018836799556e-06,7.63453344343449e-05
"PRL",1.8737867049472,-0.722169470133534,2.85240389453297e-06,7.83619992261949e-05
"KRT82",1.3269239774151,-3.26589453447283,3.08167104868533e-06,8.41271931164728e-05
"SERPINB7",1.4496368274544,2.77240745226624,3.29681321815173e-06,8.92972767760315e-05
"DCX",1.7876138566778,-0.757809077318484,3.39183657236899e-06,9.14424369860286e-05
"CACNA1E",1.22527186552051,-0.27307767283822,3.78930939473049e-06,0.000100439875164607
"MARCO",1.19424447269473,3.48036390664129,3.80355114887129e-06,0.000100509998728177
"DIO1",1.1036098170343,0.0861310832693863,3.96240255898313e-06,0.000104231029377804
"TMEM63C",1.00727181516365,0.819969112031751,4.3002857468037e-06,0.00011243658132857
"SLC6A2",1.187248755078,1.64679752570492,5.24656831807005e-06,0.000135542864074134
"PCDH11X",1.41009747076102,-2.25163126505836,5.26383182568052e-06,0.000135786495086565
"ADGRD2",1.19497809473275,-1.64158539006078,5.31554544483889e-06,0.000136916761198042
"VSIG8",1.18235348906253,1.00418056975513,5.60219362000044e-06,0.000142814744709864
"CLDN8",1.32036735594407,1.6244558733305,5.98115705362535e-06,0.000151472180759908
"NCAM1",1.06589960872328,3.37380010397766,6.11088099599007e-06,0.000154383101130297
"PNLDC1",1.23390565467432,0.347110938649089,6.50511039541677e-06,0.000163429114064565
"GABRB2",1.12077146786779,-0.81419363185773,7.22876877811787e-06,0.000179271397380076
"ATP1A2",1.18065554249107,2.39946901237757,7.42908258595306e-06,0.000183451775822644
"VSX2",1.55308656669352,-3.05494415892254,7.46277607534034e-06,0.000184021654716963
"MAGEB10",1.8400828777465,-3.88426058049929,7.7725792219446e-06,0.000190039013839788
"SNAP25",1.02970689551215,1.33365594921292,7.83700514965885e-06,0.000190806859928843
"TMPRSS11A",1.41708342390454,1.70509390969132,7.92004414980469e-06,0.000192288466858353
"CBLN2",1.40988459861391,-0.324712006273632,8.7105045632039e-06,0.00020913656039216
"MC4R",1.2774257591538,-3.36456072693421,8.99956452743304e-06,0.000215479904810845
"GNAT3",2.2718078601516,0.863267091228652,9.83323758789875e-06,0.000232233206520742
"PKLR",1.12842897850347,-2.06072429655529,9.93459191844371e-06,0.000234212475204887
"GCNT3",1.10664200295386,2.75346815881364,9.98853936658404e-06,0.000234940746159748
"RIMBP2",1.14264149347324,-0.194400960368214,1.0479416920116e-05,0.000244825730876295
"C2orf72",1.06906657919769,2.03591824044971,1.0847650362544e-05,0.000252408079241208
"RGS21",1.71425619573607,-3.45249660309639,1.12200124514518e-05,0.000259678125294949
"HS3ST3A1",1.04170412395056,0.738939050604065,1.13424686024506e-05,0.000261865220983451
"GAL3ST1",1.0100336676876,-0.466464247536734,1.16839132591457e-05,0.000268621533617096
"PLA2G12B",1.46463490256118,-3.33279550016093,1.19860663489899e-05,0.000275203258489721
"EDN3",1.79444532529568,-1.47898807872962,1.25836248660774e-05,0.000287779864186612
"COL25A1",1.0379424789034,-1.52625809607616,1.27162388875497e-05,0.000290429513986396
"IL17REL",1.36385990355531,-0.281252430765449,1.29693127928431e-05,0.000295043355989417
"FMN2",1.30582487696976,-0.423813506051361,1.33345471879033e-05,0.000300982259768625
"MSLNL",1.39935334111829,-2.21594446438848,1.40916119004895e-05,0.000316013056009036
"DLX2",1.06818419800311,-1.02067664124992,1.45058865038363e-05,0.00032321277961954
"IL1F10",1.38209712898835,-3.12312221512004,1.46576046361528e-05,0.000325755867138089
"DPYSL5",1.72659352520221,1.56265525024448,1.48976508273649e-05,0.000330243960476176
"PSG2",1.61894496441283,-3.28979685587286,1.611247431839e-05,0.000351333009194076
"XKR7",1.43016382797064,-0.774309696898177,1.64579624581402e-05,0.000356623474014825
"CHRNA9",1.45209707030086,-0.405635565072726,1.68945745504495e-05,0.000364262997303535
"AKR1B15",1.0202381345373,2.72907842198993,1.81380838314986e-05,0.000386744997809384
"TF",1.27313422714525,4.05687614636334,1.82866151413033e-05,0.000389433014096428
"LY6G6C",1.02183198636455,1.89977855014194,1.86305197092839e-05,0.000393883965734078
"LRAT",1.24083702242173,1.30874810681161,1.95538002479817e-05,0.000410369403509397
"LMO1",1.27948908135902,-1.62466686402008,1.97219283780027e-05,0.000412886756393491
"SLC17A6",1.94696560986471,-3.60344996102992,2.15754353071583e-05,0.000445250203630463
"LVRN",1.10724481972932,0.970714596782881,2.24751935374812e-05,0.00046162023693393
"GPHA2",1.21814275422152,-2.91736909052502,2.32974651427992e-05,0.000475131245000499
"C4orf26",1.0903116232946,0.75606105498991,2.49045767184222e-05,0.000503758270027829
"LGI3",1.03201425211721,-1.30424730901185,2.60849471490505e-05,0.000523965885085504
"IL31RA",1.07918398514136,-0.409772290642066,2.7119764668616e-05,0.000540369104057998
"C1orf158",1.26244050536686,-3.64298166708559,3.05643558497042e-05,0.000595753245702403
"PCDHA5",1.04787669305856,-1.49283769482499,3.15147308876876e-05,0.000611766920423364
"TCERG1L",1.27477431661918,-0.592449150138721,3.21713767400459e-05,0.000622422785478455
"VRTN",1.7020662023979,-2.0042583717364,3.28023680988084e-05,0.000630105823609508
"AGXT",1.4557990187424,-0.821663342860468,3.28229338747843e-05,0.000630105823609508
"LHX2",1.00382313467421,0.0451745841158746,3.47703946955315e-05,0.000664547731033119
"GSX2",1.49698421487414,-3.75770614640476,3.49460652553311e-05,0.000666435688890169
"KLK7",1.63989079977566,3.25024484866533,3.86799639314493e-05,0.000726454143826299
"GRM3",1.13887402485795,0.618244555301872,4.10900900195623e-05,0.000765087766368541
"NLRP13",1.4450795538884,-3.64608340710882,4.31459345427937e-05,0.000799075614636035
"COX8C",1.23669912569269,-2.69188089779057,4.33466994497261e-05,0.000801937070395946
"KERA",1.07509729844366,-3.03305009939054,4.44838266962068e-05,0.000817778111082008
"C10orf142",1.09610458398191,-3.84750134246351,4.57086918292808e-05,0.000837590034736346
"TMEM229A",1.2811288741939,-2.32109918988249,4.66583328209204e-05,0.000850496529390805
"NKX1-2",1.33528390279704,0.124984048421128,4.87591638113403e-05,0.000881924454019885
"AGTR2",1.4973995373293,-3.4469416601323,5.20113125770666e-05,0.000935286414443412
"FGF10",1.04690467744943,-0.874277144756228,5.29207160348018e-05,0.000948857478537556
"NKX6-1",1.11865690987006,0.025570083990995,5.93747460468707e-05,0.00104599717756352
"SOX2",1.04589354778951,4.0888905806645,6.33819849694419e-05,0.001107587408715
"KRTAP1-1",1.4537633002138,-1.61928681390725,7.16021102693231e-05,0.00122771768696213
"PNPLA5",1.38104478943476,-3.58169511619584,7.28104178222292e-05,0.00124229192219325
"FEZF1",1.09559700790905,0.0900978394255655,7.32068674436538e-05,0.0012474407566631
"CLRN3",1.10591421144861,-1.85351212377977,7.4381291060115e-05,0.00126164352302064
"RHOXF2",1.75400908333165,-3.70747193504981,7.51538527928608e-05,0.00127303086134547
"SPATA3",1.50502367127705,-3.91676928398785,7.88677263823988e-05,0.00132326345380783
"OPTC",1.03713537383407,-3.53452697707898,8.31114503055225e-05,0.0013800162749485
"FABP1",2.04400525925835,0.920010479345713,8.80024959168888e-05,0.00144706612051077
"KRT28",2.08736311414677,-1.98249385491864,0.000100666281612087,0.00160169407627892
"UTS2R",1.1817014391406,-3.01237779023991,0.000101849813965172,0.0016168191621669
"CYP2W1",1.01652316821774,2.71372788489117,0.000103215334459124,0.00163251626172346
"KRTAP2-1",2.02545290188687,-3.71277898510886,0.000104858055866799,0.00165096675608625
"GRIN2A",1.03862871203495,-0.274572311921458,0.000113767192871226,0.00177033598601679
"CLDN19",1.33441625317159,-0.939527862110467,0.00011872215993263,0.0018391855607079
"LCE2B",1.89266458383349,-3.50761099100352,0.000119041171296192,0.00184086026847474
"GAL",1.08654699796405,2.199497332944,0.000121479753107319,0.00187353338088557
"SIGLEC5",1.04608149303839,2.34912772306998,0.000126197120361733,0.00193424145134451
"KLK8",1.48956966071321,2.55366662409673,0.00012845065201536,0.00196704244936949
"TPO",1.08307011828751,-0.695510233656135,0.000129181641738787,0.00197474758337025
"ASZ1",1.40571880904666,-3.65269200290292,0.000130539749993805,0.00198849434634676
"TDRD1",1.31591420260454,-0.751622532097423,0.000131220644730944,0.00199535954071133
"SPOCK3",1.08056348850582,2.65828955698036,0.00014966545378946,0.00219682526794266
"FABP12",1.21509958756265,-3.68403953157454,0.000163734946594752,0.00235742965051497
"SYT13",1.30476372013249,1.05501985997573,0.000180113644134751,0.00254879185393951
"PNLIPRP3",1.51645532196304,-0.913097581962162,0.000194378881341717,0.00272617953726429
"NKX2-2",1.5705698013868,-1.41276708045402,0.000196628908814212,0.0027505650363433
"OR7C1",1.03449804581195,-3.10646610967559,0.000211044542661221,0.00291234587910218
"ERICH3",1.00094952282829,-1.92634234653293,0.000220092507295246,0.00300181244214247
"KRT75",1.45005101858156,2.30089295508439,0.000225544014091714,0.00306171142073599
"DPPA5",1.38370158044955,-4.11086415056272,0.000241134580199524,0.003227851697111
"SLC38A8",1.21043641753889,-3.42178463567491,0.00026242657913441,0.00345944087398859
"KRT4",1.17287122290046,7.01952467292653,0.000270418014872391,0.00354055610862002
"GABRA4",1.27242015614429,-3.77600500992142,0.000270985467302129,0.00354243481850297
"CHRNA4",1.11037288651171,-2.83633474767171,0.000271132070624367,0.00354243481850297
"UGT2B10",1.55028504394741,-3.20044810323632,0.000279829065441502,0.00362815022395544
"KRT76",1.01548314009863,-3.47846457734731,0.000282697419115919,0.00364996374160511
"SDR9C7",1.00578246249874,0.978597820355791,0.000283274049070818,0.00365368723262101
"KRTDAP",1.29386403577939,5.07362337880275,0.000292267095629635,0.00375292600202942
"RBP4",1.01850996368143,3.05907771530165,0.000293458645685481,0.00376405131221633
"FAM19A4",1.13153973106604,-3.2141244600132,0.000293567774682232,0.00376405131221633
"GABRQ",1.00298563336978,2.60816835127481,0.000316208738647717,0.00398363261951903
"LHX8",1.07807606741335,-2.1660123877333,0.000342719829493703,0.00425576521796084
"BRINP3",1.33132451614237,0.246402311684666,0.000350723862862553,0.00432110743619216
"MT3",1.00359908768669,-0.561768364072762,0.000354049414560083,0.00435898196122091
"NEFM",1.13446607835581,1.51763403534768,0.000363038711860609,0.00442876570732136
"SLITRK2",1.20472582002447,-0.121809487912456,0.000373696823383526,0.00454280114540913
"DAZ1",1.9716143393445,-3.29716971128927,0.000379538133765167,0.00458487355318409
"CALML5",1.22043520111973,6.16169366580448,0.000397724399841684,0.0047515868168543
"PDCL2",1.09579041467713,-3.64144783977784,0.000401690596774983,0.00479236510329961
"LY6G6D",1.51308969511415,-2.2592283354938,0.000445305600416573,0.00517384221395529
"KCNA4",1.50561140799697,-3.09057121173486,0.000487090169439906,0.00553685776212509
"GLRA2",1.0857112123417,-2.70208900476769,0.000491741570280132,0.00557510799267893
"P2RX3",1.01415034463048,-2.61690509983541,0.000518064075528343,0.00579620438271991
"C20orf141",1.21752688560999,-1.97186872573107,0.000518968030282409,0.00580032933910095
"CDH7",1.28160142317563,-1.00798613558881,0.00053926095608791,0.00598086287510168
"HMGA2",1.02085954744836,4.40074442768103,0.000555938358410074,0.00613052890778539
"SLC13A2",1.12095597381775,-1.1283709565523,0.000589549560990033,0.00642726159294574
"LRRTM1",1.02732990881234,-2.79770313730085,0.000595524152892055,0.00646425246736617
"ZNF804B",1.28743197279335,-3.01996570860372,0.000609417515080634,0.00658103505054086
"CCDC144NL",1.03786453509028,-2.2639340570533,0.000618326439366637,0.00665757069964016
"LYPD4",1.05943335005103,-3.36302164370304,0.000630717765013571,0.00675360956599159
"GABRA1",1.28422648769404,-3.67652788539685,0.00073293534904591,0.0075907779759141
"OSTN",1.15922484293413,-2.41824024862677,0.000833819547765167,0.00837442749739813
"CASP14",1.06361118414697,7.1256208280204,0.00087308659477444,0.00868826413341844
"CRYBA2",1.15173827231965,-2.07407799843377,0.000875801825552117,0.00870030065670255
"KRTAP2-3",1.13301983154608,-1.32429335701438,0.000953358281514141,0.00930544246061241
"PIP",1.16456545841109,0.404237068303345,0.000978512890241797,0.00949009473612714
"STRA8",1.29555970257285,-0.895466705674648,0.0010326379464153,0.00987356800943695
"KRTAP4-8",1.41766568952126,-3.83300812255059,0.00104648335846709,0.00998392351074688
"DEFB4A",1.62641300618184,-1.48644131667945,0.00114803989782719,0.0106709231253804
"WFDC6",1.19394083836975,-3.72329659130384,0.00123781420038781,0.0112637843379122
"NOL4",1.06230599545989,-0.19858189505178,0.00123951326959226,0.0112733276644186
"DAW1",1.04892695668214,-1.74550113102216,0.0012828559142845,0.0115579843443975
"APOBEC1",1.36270743417442,-3.64936392194353,0.00128744238455899,0.0115748967929903
"OLFM3",1.44391202193213,-0.79929827442327,0.00131319567347325,0.0117473324439303
"SHOX",1.13608590388314,-2.15551657803844,0.0013258735943405,0.0118291398651017
"NFE4",1.08907606192852,-0.503905312613564,0.00144138372980192,0.0126142939672058
"PLA2G2E",1.23687161841853,-3.84448197510282,0.00145897339406681,0.0127091978824865
"BPIFC",1.06918231868556,-2.25828894507299,0.00157619444209535,0.0135331008686097
"GABRA5",1.1047513110667,-2.87092348160902,0.00182149584513282,0.0151369273611589
"PRDM9",1.02373368290387,-2.15157841485208,0.00182731417397095,0.0151634711372841
"SP8",1.26222573088368,-1.79608656358901,0.00185794875691813,0.0153353965608155
"CT45A10",1.38223616846846,-0.79053377885458,0.00194467964044662,0.0158864380618012
"DDC",1.10111929715887,0.0729780029349916,0.00202984096581988,0.0163828762156586
"FLG2",1.22106255906632,-0.631551356187225,0.00212742693020661,0.016948044960998
"DCAF8L1",1.34629448492603,-2.96532043632899,0.00213993424634237,0.017032029458377
"SLC18A3",1.55375871027975,0.433648337548867,0.00234452585218946,0.0182245791239906
"UGT1A8",1.02024792671283,2.56780358740779,0.00259415988217652,0.0197322341191443
"NEU2",1.15734149610006,-3.74904041805393,0.00281892534123967,0.0209366198759167
"SOHLH1",1.08237167742914,-0.247104539686707,0.00294153516092494,0.0216432563729346
"ITLN1",1.1186634101774,5.34618987995918,0.00378541551397289,0.0261747817848904
"QRFPR",1.04634763016507,-1.21709813177358,0.00449348212827746,0.029744335405
"KLK9",1.13074534068054,-3.58263521783003,0.00524170605863781,0.0333939634422956
"LCE1A",1.22185862716894,-3.53576168581672,0.00529418214901197,0.0336235778339682
"SAGE1",1.18392056492789,0.720924587285586,0.0058441037413219,0.0362459886782881
"GPX5",1.02861073878954,-3.93019026764688,0.00788769746674474,0.0450076483166623
